mag,depth,rad,prov,lat,lon,prov_enco
3.4,169,9,BANTEN,-6.39,106.06,21
4.4,10,29,PAPUA,-4.24,139.44,10
2.8,10,13,SULSEL,-3.54,119.5,17
5.3,114,64,MALUT,2.62,128.23,5
5.0,35,30,MALUKUBRTDAYA,-7.89,127.7,14
3.1,95,78,GORONTALO,-0.15,122.97,12
3.3,12,80,PAPUA,-2.62,140.77,10
2.8,11,27,ACEH,5.22,96.18,23
2.7,29,55,PAPUABRT,-1.45,133.88,1
4.5,85,55,NTB,-8.83,119.08,8
4.8,10,439,SULUT,7.92,127.17,15
3.5,25,135,MALUT,1.83,126.47,5
4.7,125,624,SULUT,9.51,125.57,15
4.7,125,624,SULUT,9.51,125.57,15
4.4,212,19,GORONTALO,0.43,122.2,12
3.4,10,123,SULUT,0.79,126.02,15
5.4,96,37,PAPUA,-3.59,140.99,10
3.3,12,93,BANTEN,-7.76,106.13,21
3.6,13,57,SUMUT,1.46,98.35,2
4.9,10,430,SULUT,7.87,126.7,15
4.6,561,17,SULTENG,0.98,120.88,11
3.4,10,72,SULUT,0.15,124.84,15
4.7,29,137,MALUT,1.86,126.46,5
4.0,20,37,NTB,-8.29,117.69,8
2.6,14,15,NTB,-8.33,116.02,8
2.7,11,16,NTB,-8.3,116.02,8
3.0,38,83,NTT,-9.08,123.93,7
3.4,18,95,MALUKUTENGAH,-2.67,129.54,3
5.0,10,243,SULUT,6.15,126.24,15
3.6,76,75,NTT,-8.87,124.19,7
3.5,138,44,NTT,-8.93,124.57,7
3.2,43,48,PAPUA,-2.19,139.54,10
3.0,111,9,NTB,-8.59,118.4,8
4.8,10,394,SULUT,7.55,126.7,15
2.2,10,5,SULSEL,-3.03,119.75,17
3.1,10,104,MALUKU,-4.42,128.48,6
4.7,33,577,SULUT,9.2,126.74,15
3.1,26,5,NTT,-9.62,119.44,7
4.0,199,18,SULUT,0.27,123.86,15
4.7,39,438,SULUT,7.92,127.12,15
3.7,17,71,MALUT,2.06,128.94,5
4.6,85,584,SULUT,9.26,126.83,15
4.5,10,427,SULUT,7.77,127.42,15
3.9,10,104,SULUT,0.43,125.5,15
2.8,12,118,MALUT,1.11,126.36,5
3.3,21,48,BANTEN,-7.32,106.05,21
3.8,21,105,LAMPUNG,-6.13,103.8,16
3.9,204,57,SULUT,1.87,124.72,15
3.1,23,53,NTB,-8.12,118.22,8
4.7,10,476,SULUT,8.28,126.95,15
4.7,10,476,SULUT,8.28,126.95,15
2.9,218,40,SULUT,1.54,124.44,15
3.2,12,107,GORONTALO,1.65,122.43,12
3.2,15,80,PAPUA,-1.57,135.47,10
5.1,10,513,SULUT,8.6,127.15,15
3.4,36,33,PAPUA,-2.46,138.61,10
4.5,12,84,SUMBAR,-2.35,100.28,20
4.7,132,494,SULUT,8.41,127.26,15
3.5,10,237,SULUT,6.11,126.32,15
2.2,10,9,SULTENG,-0.45,119.92,11
3.2,52,51,MALUT,2.43,128.55,5
5.3,87,524,SULUT,8.69,127.24,15
3.4,10,110,BALI,-9.6,114.64,22
3.1,13,75,BANTEN,-6.46,104.93,21
3.2,45,46,SULUT,3.87,126.28,15
3.1,10,77,PAPUA,-1.79,139.04,10
5.0,50,1054,SULUT,13.39,128.02,15
3.1,10,13,BALI,-8.78,115.35,22
3.3,310,121,NTT,-7.49,119.47,7
5.9,39,233,SULUT,5.77,125.54,15
2.6,28,15,JABAR,-6.9,106.79,4
4.6,104,144,SULUT,5.15,127.29,15
5.6,101,586,SULUT,9.26,127.1,15
4.8,65,471,SULUT,8.24,126.82,15
3.3,10,93,MALUT,-1.19,126.85,5
4.9,10,95,MALUT,-1.17,126.82,5
3.7,10,42,NTT,-10.06,119.11,7
2.4,10,17,JABAR,-6.85,106.63,4
3.7,13,39,MALUT,1.2,128.15,5
4.7,10,435,SULUT,7.92,126.72,15
3.5,105,15,NTB,-8.66,118.4,8
2.9,10,172,KALTIM,0.95,118.79,42
2.3,10,29,SULTRA,-4.29,121.72,37
4.8,70,476,SULUT,8.28,126.97,15
4.8,10,539,SULUT,8.84,127.07,15
3.3,5,28,JABAR,-6.73,106.54,4
4.8,77,476,SULUT,8.29,126.67,15
4.8,77,476,SULUT,8.29,126.67,15
4.8,77,476,SULUT,8.29,126.67,15
2.9,62,19,SULTENG,0.82,121.26,11
4.4,10,30,BENGKULU,-5.62,102.27,13
3.0,22,56,MALUT,2.55,128.23,5
5.6,92,495,SULUT,8.45,126.96,15
3.2,10,26,SULUT,3.43,125.34,15
3.1,10,24,BENGKULU,-5.24,102.46,13
3.0,5,27,JABAR,-6.74,106.54,4
3.7,124,45,SUMSEL,-3.1,103.62,26
2.9,10,27,JABAR,-6.74,106.56,4
4.2,10,86,SULUT,3.29,127.0,15
3.3,23,104,JABAR,-8.0,107.37,4
5.2,10,494,SULUT,8.45,126.85,15
6.0,15,954,SULUT,12.57,127.23,15
4.9,42,503,SULUT,8.53,126.7,15
2.8,10,28,JABAR,-6.73,106.55,4
3.2,25,52,SUMBAR,-1.8,100.43,20
3.8,87,31,PAPUA,-2.62,139.44,10
4.6,10,522,SULUT,8.69,126.39,15
5.3,99,567,SULUT,9.11,126.77,15
2.7,145,31,SUMBAR,-0.01,100.41,20
5.3,132,780,SULUT,11.0,127.25,15
4.9,113,558,SULUT,9.02,126.83,15
4.9,119,523,SULUT,8.7,126.93,15
5.1,71,474,ACEH,9.71,93.41,23
5.7,10,664,SULUT,9.96,127.17,15
4.4,68,410,SULUT,7.69,126.64,15
4.2,19,68,MALUT,2.66,128.24,5
5.7,10,518,SULUT,8.66,126.8,15
5.5,10,519,SULUT,8.67,126.79,15
5.7,21,67,MALUT,2.65,128.24,5
5.7,107,673,SULUT,10.06,126.69,15
3.8,10,18,JABAR,-7.23,107.73,4
5.5,66,531,SULUT,8.78,126.92,15
6.0,96,1213,KALTARA,13.94,120.46,27
3.5,10,21,MALUKU,-3.04,130.67,6
4.6,57,450,SULUT,8.01,127.24,15
4.7,65,452,SULUT,8.07,126.73,15
4.8,47,545,SULUT,8.9,127.03,15
3.4,164,33,NTT,-8.49,120.98,7
5.3,124,516,SULUT,8.65,126.67,15
5.4,53,520,SULUT,8.68,126.65,15
5.3,53,520,SULUT,8.68,126.65,15
3.6,134,48,MALUT,2.48,128.3,5
3.6,15,58,SULUT,3.58,127.0,15
2.5,149,24,GORONTALO,0.35,122.14,12
3.9,10,16,SUMUT,1.01,99.51,2
4.1,108,7,GORONTALO,0.44,121.88,12
2.8,10,38,SULTRA,-4.4,121.63,37
4.5,10,163,MALUKUTENGGARA,-6.28,131.4,41
3.7,15,60,SULUT,3.58,127.02,15
4.9,11,53,SULUT,3.6,126.94,15
4.4,95,454,SULUT,8.09,126.67,15
2.4,49,37,SULTENG,0.64,121.44,11
4.8,58,555,SULUT,8.99,126.91,15
2.9,10,91,MALUKUTENGAH,-2.58,129.35,3
3.2,13,114,SULUT,1.96,126.03,15
5.0,10,383,SULUT,7.45,126.52,15
4.9,10,397,SULUT,7.56,127.02,15
3.9,38,81,SULUT,2.52,126.06,15
5.9,10,486,SULUT,8.35,127.18,15
6.8,10,465,SULUT,8.18,126.88,15
3.4,23,25,NTT,-9.77,119.13,7
3.8,10,47,SULUT,4.32,126.96,15
2.7,10,55,SULSEL,-2.2,120.85,17
3.3,127,22,NTT,-8.64,123.6,7
5.0,10,476,SULUT,8.29,126.74,15
5.2,10,88,MALUKUTENGAH,-2.68,129.46,3
5.5,10,488,SULUT,8.37,127.12,15
4.7,63,59,NTB,-8.99,118.81,8
4.7,174,17,NTT,-8.35,119.84,7
4.2,41,68,SULUT,0.74,125.33,15
4.7,10,446,SULUT,8.01,126.86,15
4.7,10,446,SULUT,8.01,126.86,15
3.7,18,35,NTT,-8.3,124.87,7
5.4,43,471,SULUT,8.23,126.95,15
6.3,10,455,SULUT,8.09,126.9,15
5.3,10,474,SULUT,8.27,126.76,15
5.2,10,422,SULUT,7.79,127.01,15
5.5,10,471,SULUT,8.22,127.08,15
5.1,10,464,SULUT,8.16,127.11,15
2.8,10,17,JABAR,-7.15,107.44,4
4.8,13,96,MALUKUTENGAH,-2.74,129.62,3
6.4,69,469,SULUT,8.2,127.13,15
6.5,10,492,SULUT,8.39,127.26,15
6.0,93,473,SULUT,8.25,126.91,15
6.1,115,506,SULUT,8.55,126.93,15
6.5,95,483,SULUT,8.34,127.03,15
5.6,162,580,SULUT,9.2,127.2,15
2.9,10,94,MALUKUTENGAH,-2.75,129.61,3
2.5,142,20,GORONTALO,0.29,121.87,12
5.5,10,453,SULUT,8.07,126.9,15
5.9,94,631,SULUT,9.64,127.38,15
4.9,35,390,SULUT,7.51,126.56,15
5.7,49,487,SULUT,8.38,126.92,15
5.7,49,487,SULUT,8.38,126.92,15
6.1,122,845,SULUT,11.55,127.59,15
6.2,106,482,SULUT,8.32,127.14,15
5.7,10,457,SULUT,8.11,126.88,15
3.1,13,50,BALI,-7.67,115.0,22
5.2,82,437,SULUT,7.93,126.9,15
5.4,10,421,SULUT,7.79,126.76,15
5.6,49,470,SULUT,8.21,127.12,15
5.7,10,445,SULUT,7.99,127.05,15
5.7,101,494,SULUT,8.4,127.31,15
5.7,101,494,SULUT,8.4,127.31,15
3.6,10,97,MALUKUTENGAH,-2.73,129.62,3
6.2,47,480,SULUT,8.31,126.98,15
5.3,10,101,MALUKUTENGAH,-2.67,129.62,3
7.5,113,840,SULUT,11.56,126.87,15
3.5,28,13,NTT,-10.03,123.77,7
3.8,119,55,SULUT,-0.03,123.7,15
4.9,88,22,BENGKULUUTARA,-3.5,102.0,31
2.5,10,27,ACEH,5.23,96.22,23
6.1,162,188,MALUKUTENGGARABRT,-7.15,129.82,25
3.3,10,60,PAPUA,-3.52,140.25,10
3.4,105,194,SULUT,5.7,126.25,15
3.2,10,68,MALUT,1.99,128.91,5
2.7,10,45,SULTENG,-1.23,120.26,11
2.8,71,66,JATENG,-8.29,108.8,33
2.9,70,82,NTT,-8.91,124.09,7
3.4,12,73,PAPUA,-1.58,136.81,10
2.6,10,27,SULBAR,-2.81,119.1,30
3.5,148,24,JABAR,-7.0,107.27,4
4.3,128,18,BANTEN,-5.98,105.79,21
5.3,10,204,JATIM,-9.98,112.51,29
3.3,63,53,NTT,-8.99,118.91,7
2.8,10,29,ACEH,5.25,96.22,23
4.4,170,111,MALUKUBRTDAYA,-7.52,128.57,14
2.9,12,51,SULTRA,-4.28,123.41,37
2.7,73,20,GORONTALO,0.58,121.81,12
3.9,23,14,SUMUT,1.34,97.27,2
3.1,10,39,PAPUA,-1.86,135.83,10
2.7,10,93,MALUKUTENGAH,-2.61,129.44,3
3.4,10,74,SULSEL,-2.16,120.65,17
2.7,10,102,LAMPUNG,-5.74,103.2,16
3.1,121,13,NTB,-8.62,118.38,8
4.9,10,94,MALUKUTENGAH,-2.61,129.46,3
3.6,19,266,MALUKUTENGGARABRT,-6.16,129.73,25
2.9,10,83,GORONTALO,-0.28,122.07,12
2.8,10,47,SULTENG,-1.1,120.45,11
4.6,10,93,MALUKUTENGAH,-2.63,129.46,3
2.8,10,34,ACEH,4.52,96.44,23
3.2,10,115,ACEHJAYA,4.9,94.58,36
3.0,10,58,NTT,-9.13,120.24,7
3.3,15,79,SULUT,0.92,125.61,15
2.7,28,75,PAPUA,-2.67,140.84,10
3.8,10,33,ACEH,4.51,96.43,23
3.1,16,72,NTB,-7.87,119.04,8
3.2,10,29,ACEHTENGAH,4.54,96.59,9
2.9,10,107,SULUT,1.78,122.85,15
4.4,386,187,MALUKUBRTDAYA,-6.47,127.97,14
3.1,24,69,MALUT,1.39,126.93,5
2.4,17,54,JABAR,-7.47,107.32,4
