mag,depth,rad,prov,lat,lon,prov_enco,kmeans,kmedoids
1.7,21.0,30.0,NTT,-8.53,121.95,7,2.0,0.0
3.9,24.0,44.0,SULUT,0.43,124.85,15,2.0,0.0
3.2,30.0,29.0,ACEHSINGKIL,2.6,97.75,35,2.0,0.0
4.6,34.0,40.0,SULUT,4.31,126.87,15,2.0,0.0
3.2,10.0,128.0,SULUT,0.83,126.1,15,0.0,2.0
3.2,10.0,96.0,PAPUABRT,-1.27,134.79,1,0.0,2.0
3.5,10.0,141.0,JABAR,-8.19,106.97,4,0.0,2.0
3.6,25.0,70.0,ACEHBARATDAYA,3.39,96.51,34,0.0,2.0
3.4,44.0,6.0,NTT,-9.37,119.13,7,2.0,0.0
3.3,10.0,112.0,MALUT,2.52,127.36,5,0.0,2.0
3.0,151.0,9.0,SUMUT,1.56,99.56,2,1.0,1.0
3.0,151.0,9.0,SUMUT,1.56,99.56,2,1.0,1.0
3.5,90.0,18.0,NTT,-8.5,123.65,7,1.0,1.0
3.6,10.0,145.0,SULUT,2.8,127.2,15,0.0,2.0
2.9,10.0,64.0,PAPUABRT,-3.53,133.4,1,2.0,2.0
3.9,13.0,157.0,SULUT,3.65,128.05,15,0.0,2.0
2.5,10.0,14.0,MALUT,0.88,127.66,5,2.0,0.0
3.6,10.0,89.0,PAPUABRT,-1.51,134.54,1,0.0,2.0
2.6,18.0,74.0,NTT,-7.86,120.11,7,0.0,2.0
2.4,10.0,42.0,SULTENG,-1.69,120.12,11,2.0,0.0
2.5,17.0,53.0,NTB,-8.06,117.63,8,2.0,0.0
3.1,14.0,69.0,PAPUABRT,-1.41,134.38,1,0.0,2.0
3.7,10.0,26.0,SULSEL,-2.46,120.97,17,2.0,0.0
3.6,33.0,75.0,PAPUABRT,-1.51,134.32,1,0.0,2.0
4.0,10.0,89.0,PAPUABRT,-1.48,134.57,1,0.0,2.0
3.2,15.0,1.0,NTB,-8.48,117.04,8,2.0,0.0
3.3,10.0,143.0,JATIM,-5.71,112.55,29,0.0,2.0
2.7,10.0,73.0,MALUKUTENGAH,-2.83,129.42,3,0.0,2.0
4.6,13.0,74.0,MALUKUTENGAH,-2.79,129.4,3,0.0,2.0
2.3,10.0,67.0,SULTENG,-1.97,120.55,11,0.0,2.0
4.0,10.0,144.0,SULUT,2.8,127.19,15,0.0,2.0
2.2,10.0,32.0,NTT,-10.04,124.3,7,2.0,0.0
2.2,10.0,90.0,PAPUABRT,-1.45,134.61,1,0.0,2.0
3.6,10.0,142.0,MALUT,2.8,127.25,5,0.0,2.0
3.1,11.0,80.0,SULUT,0.3,125.17,15,0.0,2.0
3.9,10.0,57.0,NTB,-7.99,117.54,8,2.0,2.0
2.7,10.0,92.0,MALUKUTENGAH,-4.08,128.66,3,0.0,2.0
3.9,10.0,91.0,PAPUABRT,-1.5,134.58,1,0.0,2.0
3.6,91.0,11.0,NTB,-8.79,116.21,8,1.0,1.0
4.4,13.0,87.0,PAPUABRT,-1.49,134.54,1,0.0,2.0
3.5,10.0,93.0,PAPUABRT,-1.49,134.61,1,0.0,2.0
3.7,10.0,144.0,SULUT,2.8,127.19,15,0.0,2.0
3.9,10.0,139.0,JATIM,-5.74,112.53,29,0.0,2.0
3.7,10.0,139.0,MALUT,2.83,127.31,5,0.0,2.0
6.5,10.0,147.0,MALUT,2.75,127.14,5,0.0,2.0
4.9,10.0,94.0,PAPUABRT,-1.47,134.65,1,0.0,2.0
3.0,10.0,38.0,SULTENG,-1.24,121.22,11,2.0,0.0
4.2,10.0,92.0,PAPUABRT,-1.42,134.66,1,0.0,2.0
3.7,10.0,86.0,PAPUABRT,-1.48,134.53,1,0.0,2.0
3.6,10.0,28.0,SUMUT,1.76,99.08,2,2.0,0.0
4.7,25.0,38.0,BENGKULU,-4.84,103.01,13,2.0,0.0
2.7,10.0,85.0,PAPUABRT,-1.35,134.64,1,0.0,2.0
3.8,10.0,84.0,PAPUABRT,-1.48,134.51,1,0.0,2.0
6.1,10.0,89.0,PAPUABRT,-1.51,134.54,1,0.0,2.0
3.1,12.0,97.0,SULUT,1.67,125.97,15,0.0,2.0
3.8,156.0,28.0,SUMSEL,-4.24,103.39,26,1.0,1.0
3.4,10.0,41.0,PAPUA,-0.79,136.26,10,2.0,0.0
4.6,11.0,41.0,MALUKU,-2.83,127.9,6,2.0,0.0
4.0,164.0,31.0,GORONTALO,0.25,122.32,12,1.0,1.0
3.4,42.0,32.0,JABAR,-7.28,106.56,4,2.0,0.0
4.1,10.0,109.0,MALUT,0.66,129.32,5,0.0,2.0
4.0,113.0,16.0,NTB,-8.66,118.39,8,1.0,1.0
3.9,10.0,90.0,SULTRA,-3.33,123.45,37,0.0,2.0
4.6,62.0,106.0,SULUT,4.4,127.55,15,0.0,2.0
3.8,16.0,102.0,SULUT,3.3,127.28,15,0.0,2.0
3.8,10.0,199.0,JABAR,-9.5,108.45,4,3.0,3.0
4.7,155.0,66.0,MALUKUBRTDAYA,-7.76,128.25,14,1.0,1.0
2.9,14.0,109.0,LAMPUNG,-6.34,104.19,16,0.0,2.0
2.6,10.0,139.0,LAMPUNG,-6.58,104.08,16,0.0,2.0
3.4,10.0,119.0,JATIM,-5.84,112.24,29,0.0,2.0
2.2,47.0,9.0,JATIM,-8.23,111.04,29,2.0,0.0
3.3,10.0,51.0,SULBAR,-2.51,119.09,30,2.0,0.0
3.2,161.0,4.0,JATIM,-8.22,114.41,29,1.0,1.0
3.7,10.0,57.0,SULTENG,1.09,120.29,11,2.0,2.0
4.1,10.0,88.0,SULTRA,-3.29,123.32,37,0.0,2.0
3.1,10.0,31.0,SULTENG,0.82,120.48,11,2.0,0.0
4.0,10.0,133.0,SULTRA,-3.73,124.19,37,0.0,2.0
3.4,10.0,127.0,MALUT,1.4,126.37,5,0.0,2.0
3.2,10.0,149.0,JABAR,-8.28,107.05,4,0.0,3.0
3.6,26.0,58.0,MALUKUTENGGARA,-6.0,133.14,41,2.0,0.0
4.3,165.0,132.0,MALUKUBRTDAYA,-7.47,128.77,14,1.0,1.0
4.0,34.0,63.0,SULUT,-0.12,123.71,15,0.0,2.0
4.4,374.0,181.0,MALUKUBRTDAYA,-6.69,128.52,14,1.0,1.0
4.3,10.0,92.0,SULUT,-0.16,124.63,15,0.0,2.0
3.4,29.0,63.0,JATENG,-8.3,109.02,33,0.0,2.0
4.4,134.0,215.0,SULUT,5.94,126.78,15,3.0,3.0
3.8,10.0,98.0,SULUT,0.42,125.43,15,0.0,2.0
2.3,10.0,21.0,SULTENG,-1.25,120.62,11,2.0,0.0
2.5,106.0,12.0,NTB,-8.61,118.38,8,1.0,1.0
3.9,12.0,79.0,PAPUABRT,-3.99,133.82,1,0.0,2.0
3.6,86.0,80.0,GORONTALO,-0.17,122.99,12,1.0,1.0
4.4,180.0,43.0,MALUKUBRTDAYA,-7.77,127.89,14,1.0,1.0
3.7,10.0,115.0,SULTRA,-3.09,123.48,37,0.0,2.0
2.1,10.0,22.0,SULTENG,-1.24,120.62,11,2.0,0.0
4.6,14.0,81.0,SUMUT,0.55,98.55,2,0.0,2.0
3.4,10.0,64.0,SULTENG,1.19,120.27,11,0.0,2.0
3.6,10.0,59.0,ACEH,3.01,96.38,23,0.0,2.0
3.8,147.0,40.0,SULUT,3.43,125.81,15,1.0,1.0
2.1,41.0,29.0,JABAR,-7.25,106.57,4,2.0,0.0
3.2,10.0,116.0,JABAR,-8.08,107.3,4,0.0,2.0
4.3,10.0,132.0,MALUT,2.32,126.89,5,0.0,2.0
3.7,20.0,92.0,NTB,-7.67,119.03,8,0.0,2.0
3.1,10.0,138.0,JATIM,-5.68,112.3,29,0.0,2.0
3.0,50.0,25.0,JATIM,-8.33,110.93,29,2.0,0.0
4.5,10.0,134.0,SULUT,1.5,126.33,15,0.0,2.0
3.4,54.0,74.0,NTB,-9.15,118.2,8,0.0,2.0
4.7,13.0,225.0,SULUT,5.64,125.48,15,3.0,3.0
3.0,36.0,43.0,BENGKULUSELATAN,-4.72,102.63,18,2.0,0.0
3.2,21.0,66.0,NTT,-10.69,123.72,7,0.0,2.0
2.5,10.0,42.0,MALUKU,-2.93,127.84,6,2.0,0.0
4.7,10.0,84.0,SULTRA,-3.32,123.3,37,0.0,2.0
4.8,10.0,89.0,SULTRA,-3.27,123.3,37,0.0,2.0
3.7,10.0,163.0,JATIM,-9.58,112.87,29,3.0,3.0
3.6,10.0,212.0,BALI,-10.69,114.96,22,3.0,3.0
3.6,114.0,8.0,GORONTALO,0.43,122.02,12,1.0,1.0
2.8,42.0,34.0,JABAR,-7.3,106.52,4,2.0,0.0
3.9,17.0,87.0,SULTRA,-3.3,123.34,37,0.0,2.0
3.8,10.0,42.0,JATIM,-7.84,114.37,29,2.0,0.0
3.7,10.0,136.0,JATIM,-5.8,112.59,29,0.0,2.0
3.6,46.0,100.0,JABAR,-7.87,106.76,4,0.0,2.0
3.0,10.0,32.0,SULTENG,-1.1,120.73,11,2.0,0.0
3.0,284.0,93.0,NTT,-7.79,119.44,7,1.0,1.0
3.2,136.0,29.0,JABAR,-7.37,107.68,4,1.0,1.0
4.1,10.0,193.0,SULUT,5.72,126.41,15,3.0,3.0
3.5,10.0,115.0,SULUT,0.05,125.37,15,0.0,2.0
2.9,10.0,30.0,SULTENG,-2.66,121.63,11,2.0,0.0
3.7,10.0,137.0,JATIM,-5.8,112.6,29,0.0,2.0
3.0,10.0,26.0,SULSEL,-3.53,120.32,17,2.0,0.0
3.6,10.0,115.0,JATIM,-5.96,112.49,29,0.0,2.0
4.1,12.0,34.0,BENGKULU,-5.28,102.57,13,2.0,0.0
2.9,10.0,85.0,SULTENG,-1.89,122.53,11,0.0,2.0
4.1,10.0,2.0,JABAR,-6.84,107.93,4,2.0,0.0
2.9,10.0,27.0,JABAR,-6.74,106.6,4,2.0,0.0
5.0,10.0,93.0,JABAR,-8.25,107.86,4,0.0,2.0
2.8,15.0,6.0,NTB,-8.62,116.58,8,2.0,0.0
2.5,51.0,36.0,MALUKU,-3.36,128.05,6,2.0,0.0
3.6,366.0,233.0,MALUKU,-5.88,128.26,6,1.0,1.0
2.4,15.0,26.0,JABAR,-6.75,106.52,4,2.0,0.0
2.8,10.0,25.0,JABAR,-6.76,106.59,4,2.0,0.0
2.9,20.0,139.0,SULUT,1.77,126.33,15,0.0,2.0
2.9,40.0,36.0,BENGKULUUTARA,-3.42,101.87,31,2.0,0.0
2.6,105.0,58.0,PAPUA,-2.45,139.73,10,1.0,1.0
5.6,154.0,787.0,PAPUA,-6.35,147.41,10,3.0,3.0
2.8,13.0,15.0,MALUT,1.49,127.64,5,2.0,0.0
3.1,126.0,14.0,ACEH,4.1,97.42,23,1.0,1.0
3.7,12.0,69.0,ACEH,2.66,95.77,23,0.0,2.0
3.4,10.0,26.0,JABAR,-6.75,106.57,4,2.0,0.0
3.7,10.0,93.0,MALUKUTENGAH,-2.64,129.48,3,0.0,2.0
2.6,26.0,52.0,PAPUA,-2.93,139.39,10,2.0,0.0
3.1,28.0,43.0,PAPUA,-2.79,139.52,10,2.0,0.0
4.3,23.0,44.0,PAPUA,-2.77,139.47,10,2.0,0.0
4.0,10.0,104.0,SULTENG,1.91,121.3,11,0.0,2.0
3.9,10.0,45.0,PAPUA,-2.64,139.57,10,2.0,0.0
2.8,54.0,45.0,PAPUA,-2.72,139.53,10,2.0,0.0
3.6,27.0,65.0,PAPUA,-3.06,139.25,10,2.0,0.0
6.4,29.0,48.0,PAPUA,-2.9,139.43,10,2.0,0.0
2.8,10.0,30.0,NTT,-8.51,122.78,7,2.0,0.0
2.8,10.0,92.0,GORONTALO,-0.29,123.05,12,0.0,2.0
3.1,12.0,26.0,MALUKUTENGAH,-3.54,128.96,3,2.0,0.0
4.1,10.0,92.0,NTT,-11.27,121.41,7,0.0,2.0
3.8,139.0,48.0,JATIM,-8.45,111.45,29,1.0,1.0
3.4,24.0,77.0,NTT,-9.13,123.71,7,0.0,2.0
3.6,10.0,53.0,SULSEL,-2.18,121.43,17,2.0,0.0
3.5,19.0,38.0,BENGKULUSELATAN,-4.58,102.59,18,2.0,0.0
3.3,112.0,40.0,GORONTALO,0.37,121.59,12,1.0,1.0
3.8,213.0,246.0,MALUKUTENGGARABRT,-6.2,129.97,25,1.0,1.0
4.7,133.0,305.0,PAPUA,-4.52,143.26,10,3.0,3.0
3.1,140.0,69.0,GORONTALO,-0.07,122.97,12,1.0,1.0
6.5,10.0,387.0,ACEHJAYA,2.48,92.84,36,3.0,3.0
3.1,10.0,26.0,JABAR,-6.72,106.59,4,2.0,0.0
2.6,20.0,25.0,JABAR,-6.71,106.6,4,2.0,0.0
2.3,175.0,37.0,NTT,-7.99,124.4,7,1.0,1.0
2.5,21.0,14.0,NTB,-8.41,118.61,8,2.0,0.0
3.2,10.0,164.0,PAPUABRT,-1.37,129.57,1,0.0,2.0
3.4,83.0,96.0,MALUT,2.44,127.5,5,0.0,1.0
2.9,118.0,20.0,SUMUT,0.86,99.75,2,1.0,1.0
4.1,164.0,119.0,MALUKUBRTDAYA,-7.5,128.65,14,1.0,1.0
2.7,11.0,36.0,NTB,-8.15,118.87,8,2.0,0.0
3.1,106.0,20.0,NTB,-8.53,116.32,8,1.0,1.0
2.5,10.0,14.0,NTT,-9.89,124.48,7,2.0,0.0
4.5,64.0,294.0,SULUT,6.63,126.97,15,3.0,3.0
2.3,10.0,36.0,NTB,-8.66,119.01,8,2.0,0.0
2.8,10.0,95.0,JABAR,-8.43,108.04,4,0.0,2.0
2.8,50.0,10.0,SULUT,0.9,123.92,15,2.0,0.0
4.1,139.0,135.0,MALUKUBRTDAYA,-7.49,128.82,14,1.0,1.0
2.5,28.0,25.0,JABAR,-6.69,106.59,4,2.0,0.0
3.5,50.0,41.0,SUMUT,2.21,98.18,2,2.0,0.0
3.7,76.0,47.0,JATIM,-8.52,112.39,29,1.0,1.0
3.0,10.0,25.0,SUMUT,1.77,99.13,2,2.0,0.0
4.2,11.0,66.0,PAPUA,-1.87,139.18,10,2.0,2.0
3.0,10.0,42.0,PAPUABRT,-2.04,133.69,1,2.0,0.0
2.8,10.0,71.0,SULTENG,-1.69,122.52,11,0.0,2.0
3.0,10.0,24.0,ACEH,4.54,97.76,23,2.0,0.0
2.0,10.0,4.0,SULTRA,-4.07,121.56,37,2.0,0.0
3.0,10.0,90.0,BENGKULUUTARA,-3.85,101.49,31,0.0,2.0
3.4,27.0,52.0,PAPUA,-2.1,138.91,10,2.0,0.0
3.4,153.0,226.0,MALUKUTENGGARABRT,-6.18,130.34,25,3.0,3.0
5.2,79.0,946.0,SULUT,12.49,127.38,15,3.0,3.0
4.5,10.0,865.0,SULUT,11.54,124.73,15,3.0,3.0
3.1,14.0,62.0,BENGKULU,-3.13,101.05,13,0.0,2.0
3.0,21.0,80.0,SULUT,-0.28,124.3,15,0.0,2.0
3.8,22.0,47.0,PAPUA,-4.6,139.94,10,2.0,0.0
2.3,19.0,28.0,JABAR,-6.69,106.56,4,2.0,0.0
2.9,12.0,57.0,NTT,-10.09,118.83,7,2.0,2.0
3.7,38.0,31.0,PAPUA,-2.43,139.48,10,2.0,0.0
2.5,24.0,69.0,NTB,-7.89,119.02,8,0.0,2.0
3.9,10.0,44.0,SULTENG,-1.24,121.12,11,2.0,0.0
2.5,24.0,69.0,NTB,-7.89,119.02,8,0.0,2.0
3.2,91.0,19.0,SUMUT,1.76,98.99,2,1.0,1.0
3.0,10.0,46.0,SULTENG,-1.27,121.15,11,2.0,0.0
3.4,20.0,47.0,NTT,-10.0,118.87,7,2.0,0.0
2.9,19.0,6.0,SULSEL,-3.72,120.05,17,2.0,0.0
4.1,35.0,57.0,BENGKULU,-4.24,102.09,13,0.0,2.0
3.0,10.0,45.0,SULTENG,-1.27,121.14,11,2.0,0.0
3.2,24.0,67.0,BANTEN,-7.53,106.14,21,0.0,2.0
4.6,10.0,191.0,NTT,-7.25,125.93,7,3.0,3.0
4.0,496.0,206.0,NTT,-6.94,125.83,7,1.0,1.0
2.9,17.0,86.0,NTB,-7.69,118.91,8,0.0,2.0
3.2,10.0,50.0,MALUKU,-3.51,128.3,6,2.0,0.0
3.0,43.0,8.0,SUMBAR,-0.29,100.3,20,2.0,0.0
3.7,10.0,60.0,ACEHBARATDAYA,3.38,96.67,34,0.0,2.0
5.4,56.0,277.0,SULUT,6.25,125.6,15,3.0,3.0
4.0,10.0,36.0,MALUT,1.28,127.22,5,2.0,0.0
2.5,181.0,61.0,NTT,-8.08,122.46,7,1.0,1.0
3.2,11.0,29.0,NTB,-8.22,116.76,8,2.0,0.0
3.6,200.0,248.0,MALUKUTENGGARABRT,-5.93,130.39,25,3.0,1.0
3.4,17.0,87.0,JABAR,-8.14,107.84,4,0.0,2.0
5.5,14.0,81.0,JABAR,-8.12,107.89,4,0.0,2.0
3.0,270.0,105.0,NTT,-7.6,119.59,7,1.0,1.0
5.2,29.0,13.0,NTT,-10.04,123.77,7,2.0,0.0
3.8,17.0,24.0,MALUKU,-2.94,128.38,6,2.0,0.0
3.1,74.0,44.0,NTB,-9.05,116.55,8,1.0,1.0
3.7,10.0,128.0,JABAR,-8.18,107.26,4,0.0,2.0
3.5,10.0,10.0,ACEH,2.44,96.28,23,2.0,0.0
4.2,210.0,66.0,MALUT,2.64,128.38,5,1.0,1.0
3.0,16.0,18.0,ACEH,2.31,96.36,23,2.0,0.0
3.8,22.0,43.0,BENGKULUSELATAN,-4.84,102.87,18,2.0,0.0
2.1,10.0,18.0,JATENG,-7.22,109.83,33,2.0,0.0
2.8,10.0,25.0,JABAR,-6.76,106.6,4,2.0,0.0
3.4,10.0,34.0,ACEHTENGAH,4.46,96.58,9,2.0,0.0
2.5,11.0,26.0,JABAR,-6.75,106.56,4,2.0,0.0
3.2,10.0,23.0,JABAR,-6.78,106.55,4,2.0,0.0
2.8,10.0,134.0,NTT,-7.44,121.95,7,0.0,2.0
4.2,10.0,17.0,MALUKU,-2.95,130.47,6,2.0,0.0
3.7,60.0,37.0,SULTENG,0.57,121.14,11,2.0,0.0
4.1,15.0,90.0,PAPUA,-1.6,138.07,10,0.0,2.0
3.9,10.0,73.0,MALUKU,-3.77,126.67,6,0.0,2.0
2.8,48.0,56.0,MALUT,0.97,126.9,5,2.0,0.0
4.0,26.0,124.0,SULUT,1.3,126.23,15,0.0,2.0
3.8,10.0,7.0,NTT,-9.58,124.95,7,2.0,0.0
3.4,10.0,157.0,JATIM,-9.52,112.9,29,0.0,2.0
4.5,10.0,93.0,PAPUA,-1.13,136.82,10,0.0,2.0
3.8,10.0,163.0,JATIM,-9.59,112.82,29,3.0,3.0
4.2,10.0,243.0,NTT,-11.14,117.43,7,3.0,3.0
2.9,14.0,123.0,SULUT,1.05,126.16,15,0.0,2.0
5.2,79.0,547.0,PAPUA,-5.36,145.38,10,3.0,3.0
3.9,14.0,109.0,SULUT,2.11,126.11,15,0.0,2.0
4.4,10.0,1.0,NTT,-9.54,124.91,7,2.0,0.0
4.9,10.0,436.0,SULUT,7.91,127.02,15,3.0,3.0
4.4,119.0,75.0,GORONTALO,-0.11,122.94,12,1.0,1.0
3.1,62.0,58.0,NTT,-9.21,124.13,7,2.0,0.0
5.0,48.0,24.0,SULUT,3.78,126.65,15,2.0,0.0
3.6,11.0,27.0,GORONTALO,0.29,122.28,12,2.0,0.0
4.4,97.0,14.0,NTB,-8.63,118.38,8,1.0,1.0
3.9,20.0,62.0,MALUT,0.65,126.82,5,2.0,2.0
2.9,10.0,92.0,SULTENG,-0.57,122.64,11,0.0,2.0
3.3,10.0,115.0,JATIM,-9.16,111.45,29,0.0,2.0
3.4,10.0,7.0,SULTENG,0.92,121.31,11,2.0,0.0
4.8,84.0,133.0,SULUT,5.09,126.18,15,0.0,2.0
3.6,10.0,91.0,MALUKUTENGAH,-2.68,129.5,3,0.0,2.0
2.9,10.0,38.0,SULTRA,-3.82,122.75,37,2.0,0.0
2.9,12.0,54.0,NTB,-8.01,117.34,8,2.0,0.0
2.7,42.0,18.0,BALI,-8.75,115.39,22,2.0,0.0
3.4,65.0,52.0,NTT,-8.69,123.9,7,2.0,1.0
4.0,10.0,15.0,MALUT,1.36,128.35,5,2.0,0.0
3.9,44.0,8.0,SULUT,4.07,126.69,15,2.0,0.0
2.8,10.0,46.0,SUMUT,0.48,98.22,2,2.0,2.0
4.6,26.0,75.0,NTB,-7.97,117.86,8,0.0,2.0
2.8,349.0,113.0,NTT,-7.51,120.16,7,1.0,1.0
4.8,10.0,100.0,BANTEN,-7.18,104.84,21,0.0,2.0
2.6,10.0,59.0,SULBAR,-2.43,119.08,30,2.0,2.0
3.0,21.0,45.0,NTT,-9.94,118.77,7,2.0,0.0
2.8,37.0,20.0,NTT,-9.46,119.69,7,2.0,0.0
3.2,10.0,26.0,JABAR,-6.75,106.56,4,2.0,0.0
3.3,16.0,40.0,SULTENG,-1.26,121.21,11,2.0,0.0
2.7,55.0,27.0,NTT,-9.44,120.15,7,2.0,0.0
2.9,58.0,44.0,GORONTALO,0.16,123.26,12,2.0,0.0
3.2,22.0,83.0,BENGKULUUTARA,-3.69,101.49,31,0.0,2.0
4.0,18.0,41.0,SULTENG,-1.23,121.19,11,2.0,0.0
3.7,10.0,43.0,SULTENG,-1.23,121.17,11,2.0,0.0
2.7,68.0,26.0,SUMBAR,-1.19,100.75,20,1.0,1.0
4.0,10.0,108.0,NTT,-9.43,118.02,7,0.0,2.0
3.2,10.0,111.0,JATENG,-8.73,109.07,33,0.0,2.0
3.3,10.0,18.0,SUMUT,2.63,98.47,2,2.0,0.0
3.0,57.0,20.0,ACEHBESAR,5.06,95.59,32,1.0,1.0
5.9,91.0,793.0,SULUT,11.11,127.29,15,3.0,3.0
2.8,35.0,71.0,NTT,-9.06,123.22,7,0.0,2.0
2.5,142.0,34.0,SUMSEL,-4.31,103.39,26,1.0,1.0
2.7,45.0,72.0,NTT,-9.35,123.77,7,0.0,2.0
3.3,10.0,17.0,MALUT,1.39,128.35,5,2.0,0.0
4.4,10.0,12.0,MALUT,1.31,128.37,5,2.0,0.0
3.3,54.0,95.0,LAMPUNG,-6.34,104.69,16,0.0,2.0
2.7,14.0,42.0,NTT,-9.12,120.71,7,2.0,0.0
5.2,10.0,445.0,SULUT,8.0,126.9,15,3.0,3.0
3.0,17.0,14.0,MALUKUTENGAH,-3.35,128.84,3,2.0,0.0
3.8,10.0,38.0,PAPUA,-2.72,138.97,10,2.0,0.0
2.9,12.0,91.0,MALUT,0.28,126.71,5,0.0,2.0
3.1,11.0,56.0,NTB,-8.01,117.6,8,2.0,2.0
5.5,315.0,1136.0,PAPUA,-4.32,150.94,10,3.0,3.0
3.4,14.0,81.0,MALUKU,-3.24,131.21,6,0.0,2.0
2.3,16.0,19.0,JATENG,-7.23,109.79,33,2.0,0.0
3.0,10.0,135.0,NTB,-9.81,117.46,8,0.0,2.0
3.9,10.0,101.0,SULUT,0.4,125.45,15,0.0,2.0
4.4,14.0,106.0,SUMBAR,-0.55,99.11,20,0.0,2.0
3.6,10.0,117.0,SULUT,0.8,125.96,15,0.0,2.0
3.4,92.0,172.0,JATIM,-9.55,110.37,29,3.0,3.0
4.8,10.0,101.0,SULUT,0.38,125.45,15,0.0,2.0
2.7,27.0,33.0,MALUT,0.99,127.8,5,2.0,0.0
2.3,10.0,19.0,SUMBAR,0.07,100.0,20,2.0,0.0
3.8,10.0,65.0,MALUKU,-3.33,129.94,6,0.0,2.0
2.5,13.0,39.0,JATIM,-7.87,114.42,29,2.0,0.0
2.4,10.0,10.0,SULSEL,-4.54,119.71,17,2.0,0.0
2.7,11.0,36.0,MALUT,-0.59,127.82,5,2.0,0.0
2.8,10.0,7.0,PAPUABRT,-0.96,134.05,1,2.0,0.0
1.8,10.0,17.0,SUMUT,0.91,97.31,2,2.0,0.0
3.1,10.0,32.0,ACEH,4.95,95.99,23,2.0,0.0
3.0,59.0,21.0,SULTENG,-2.89,121.93,11,2.0,0.0
5.4,23.0,75.0,MALUT,2.72,128.18,5,0.0,2.0
2.2,95.0,35.0,ACEH,4.7,96.14,23,1.0,1.0
2.4,10.0,51.0,NTB,-8.66,118.02,8,2.0,0.0
2.7,61.0,59.0,SUMUT,1.99,98.28,2,1.0,1.0
3.7,23.0,18.0,PAPUA,-2.63,139.24,10,2.0,0.0
3.0,37.0,53.0,JAMBI,-1.95,100.95,19,0.0,2.0
2.4,13.0,18.0,JATIM,-8.02,113.35,29,2.0,0.0
3.9,10.0,211.0,BANTEN,-8.71,105.55,21,3.0,3.0
4.5,10.0,208.0,BANTEN,-8.68,105.55,21,3.0,3.0
2.6,22.0,77.0,JABAR,-7.68,106.59,4,0.0,2.0
3.6,10.0,97.0,SULTENG,-0.74,122.36,11,0.0,2.0
3.6,125.0,46.0,NTB,-8.5,117.84,8,1.0,1.0
3.7,212.0,30.0,JAMBI,-2.03,102.21,19,1.0,1.0
4.6,165.0,197.0,MALUKUTENGGARABRT,-7.14,129.74,25,1.0,1.0
3.2,11.0,27.0,NTB,-8.28,118.55,8,2.0,0.0
4.8,10.0,64.0,SULUT,1.46,123.48,15,0.0,2.0
3.4,59.0,13.0,MALUT,-0.69,127.38,5,2.0,0.0
3.2,10.0,51.0,ACEH,6.19,94.96,23,0.0,2.0
4.4,105.0,423.0,SULUT,7.76,127.3,15,3.0,3.0
2.9,10.0,126.0,MALUT,1.74,126.52,5,0.0,2.0
3.7,17.0,64.0,PAPUA,-1.94,139.45,10,2.0,0.0
2.7,10.0,18.0,MALUKUTENGAH,-3.33,128.79,3,2.0,0.0
3.3,10.0,35.0,JATIM,-7.9,114.37,29,2.0,0.0
3.0,10.0,57.0,SULTENG,-1.11,120.32,11,2.0,2.0
3.0,334.0,88.0,NTT,-7.5,124.58,7,1.0,1.0
2.6,10.0,11.0,SULSEL,-3.64,119.82,17,2.0,0.0
2.0,298.0,1.0,JABAR,-6.91,106.92,4,1.0,1.0
3.5,64.0,14.0,MALUT,2.15,128.21,5,2.0,0.0
3.0,10.0,33.0,ACEH,4.43,96.54,23,2.0,0.0
4.1,25.0,108.0,NTT,-9.43,122.75,7,0.0,2.0
4.1,10.0,35.0,ACEHTENGAH,4.41,96.61,9,2.0,0.0
4.3,10.0,51.0,MALUT,-0.19,127.58,5,2.0,0.0
4.6,10.0,56.0,MALUT,-0.66,126.99,5,2.0,0.0
3.5,24.0,25.0,SULTENG,0.75,121.41,11,2.0,0.0
4.1,83.0,186.0,MALUKUTENGGARABRT,-6.52,130.46,25,3.0,3.0
2.6,97.0,28.0,JABAR,-7.15,107.04,4,1.0,1.0
3.2,33.0,25.0,NTT,-9.82,119.01,7,2.0,0.0
2.5,10.0,2.0,SULTENG,-0.4,119.83,11,2.0,0.0
3.7,10.0,92.0,MALUKU,-2.66,129.78,6,0.0,2.0
4.3,158.0,57.0,PAPUA,-4.51,138.88,10,1.0,1.0
2.2,17.0,21.0,JATENG,-7.2,109.81,33,2.0,0.0
4.0,50.0,60.0,SULTENG,0.26,120.37,11,2.0,2.0
4.3,10.0,198.0,JABAR,-8.72,106.12,4,3.0,3.0
2.9,21.0,83.0,GORONTALO,-0.2,123.0,12,0.0,2.0
3.6,10.0,63.0,SULTENG,-1.88,120.45,11,0.0,2.0
3.8,10.0,40.0,ACEH,6.17,95.08,23,2.0,0.0
3.9,19.0,50.0,PAPUABRT,-3.66,133.68,1,2.0,0.0
3.9,10.0,18.0,PAPUA,-3.38,135.85,10,2.0,0.0
3.3,13.0,137.0,PAPUABRT,-1.05,129.59,1,0.0,2.0
2.9,10.0,13.0,SULSEL,-2.49,121.09,17,2.0,0.0
3.5,32.0,23.0,MALUT,1.36,128.28,5,2.0,0.0
2.6,14.0,28.0,JABAR,-6.73,106.56,4,2.0,0.0
2.8,11.0,24.0,JABAR,-6.78,106.47,4,2.0,0.0
